"brand,""model"",""Year"",""trim"",""price"",""body_type"",""doors"",""total_seating"",""wheelbase"",""cargo_capacity"",""curb_weight"",""gross_weight"",""maximum_payload"",""towing_capacity"",""engine_size"",""horsepower"",""torque"",""drive_type"",""engine_type"",""mpg"",""image"",""electric_range"",""EPA time to charge battery (at 240V) (hr)"",""battery_capacity (KWh)"""
"Chevrolet,""Suburban"",2025,""RST 4dr SUV (5.3L 8cyl 10A)"",69500,""SUV"",5,8,134.1,41.5,5680,7600,1750,8200,5.3,355,383,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt9dbe47c822584298/6621fc53c9de460f09d45c9f/2025_chevrolet_suburban_front.jpg"","""","""","""""
"Chevrolet,""Suburban"",2025,""Premier 4dr SUV (5.3L 8cyl 10A)"",76100,""SUV"",5,7,134.1,41.5,5680,7600,1750,8200,5.3,355,383,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt9dbe47c822584298/6621fc53c9de460f09d45c9f/2025_chevrolet_suburban_front.jpg"","""","""","""""
"Chevrolet,""Suburban"",2025,""LS 4dr SUV 4WD (5.3L 8cyl 10A)"",64500,""SUV"",5,8,134.1,41.5,5873,7700,1759,8000,5.3,355,383,""four wheel drive"",""gas"",16,""https://www.edmunds.com/assets/m/cs/blt9dbe47c822584298/6621fc53c9de460f09d45c9f/2025_chevrolet_suburban_front.jpg"","""","""","""""
"Chevrolet,""Suburban"",2025,""High Country 4dr SUV (6.2L 8cyl 10A)"",81200,""SUV"",5,7,134.1,41.5,5858,7600,1612,8100,6.2,420,460,""rear wheel drive"",""gas"",16,""https://www.edmunds.com/assets/m/cs/blt9dbe47c822584298/6621fc53c9de460f09d45c9f/2025_chevrolet_suburban_front.jpg"","""","""","""""
"Chevrolet,""Suburban"",2025,""LS 4dr SUV (5.3L 8cyl 10A)"",61500,""SUV"",5,8,134.1,41.5,5680,7600,1750,8200,5.3,355,383,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt9dbe47c822584298/6621fc53c9de460f09d45c9f/2025_chevrolet_suburban_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""Z71 4dr SUV 4WD (5.3L 8cyl 10A)"",68500,""SUV"",5,8,120.9,25.5,5705,7600,1746,8200,5.3,355,383,""four wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""RST 4dr SUV 4WD (5.3L 8cyl 10A)"",69500,""SUV"",5,8,120.9,25.5,5705,7600,1746,8200,5.3,355,383,""four wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""High Country 4dr SUV 4WD (6.2L 8cyl 10A)"",81200,""SUV"",5,7,120.9,25.5,5877,7600,1616,8100,6.2,420,460,""four wheel drive"",""gas"",16,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""Premier 4dr SUV 4WD (5.3L 8cyl 10A)"",76100,""SUV"",5,7,120.9,25.5,5705,7600,1746,8200,5.3,355,383,""four wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""RST 4dr SUV (5.3L 8cyl 10A)"",66500,""SUV"",5,8,120.9,25.5,5509,7400,1834,8400,5.3,355,383,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""LT 4dr SUV (5.3L 8cyl 10A)"",61700,""SUV"",5,8,120.9,25.5,5509,7400,1834,8400,5.3,355,383,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""LT 4dr SUV 4WD (5.3L 8cyl 10A)"",64700,""SUV"",5,8,120.9,25.5,5705,7600,1746,8200,5.3,355,383,""four wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""Premier 4dr SUV (5.3L 8cyl 10A)"",73100,""SUV"",5,7,120.9,25.5,5509,7400,1834,8400,5.3,355,383,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""High Country 4dr SUV (6.2L 8cyl 10A)"",78200,""SUV"",5,7,120.9,25.5,5681,7400,1671,8300,6.2,420,460,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""LS 4dr SUV (5.3L 8cyl 10A)"",58500,""SUV"",5,8,120.9,25.5,5509,7400,1834,8400,5.3,355,383,""rear wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Tahoe"",2025,""LS 4dr SUV 4WD (5.3L 8cyl 10A)"",61500,""SUV"",5,8,120.9,25.5,5705,7600,1746,8200,5.3,355,383,""four wheel drive"",""gas"",17,""https://www.edmunds.com/assets/m/cs/blt62227f0565783b2e/6621fc74b05441e9a199b765/2025_chevrolet_tahoe_front.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""LS 4dr SUV (1.2L 3cyl Turbo CVT)"",23100,""SUV"",5,5,104,25.3,3029,"""","""",1000,1.2,137,162,""front wheel drive"",""gas"",30,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""RS 4dr SUV AWD (1.3L 3cyl Turbo 9A)"",29300,""SUV"",5,5,104,25.3,3252,"""","""",1000,1.3,155,174,""all wheel drive"",""gas"",27,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""ACTIV 4dr SUV AWD (1.3L 3cyl Turbo 9A)"",29300,""SUV"",5,5,104,25.3,3252,"""","""",1000,1.3,155,174,""all wheel drive"",""gas"",27,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""LS 4dr SUV AWD (1.3L 3cyl Turbo 9A)"",25100,""SUV"",5,5,104,25.3,3252,"""","""",1000,1.3,155,174,""all wheel drive"",""gas"",27,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""RS 4dr SUV (1.3L 3cyl Turbo CVT)"",27700,""SUV"",5,5,104,25.3,3095,"""","""",1000,1.3,155,174,""front wheel drive"",""gas"",31,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""LT 4dr SUV AWD (1.3L 3cyl Turbo 9A)"",26300,""SUV"",5,5,104,25.3,3252,"""","""",1000,1.3,155,174,""all wheel drive"",""gas"",27,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""LT 4dr SUV (1.2L 3cyl Turbo CVT)"",24300,""SUV"",5,5,104,25.3,3029,"""","""",1000,1.2,137,162,""front wheel drive"",""gas"",30,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trailblazer"",2025,""ACTIV 4dr SUV (1.3L 3cyl Turbo CVT)"",27700,""SUV"",5,5,104,25.3,3095,"""","""",1000,1.3,155,174,""front wheel drive"",""gas"",31,""https://media.ed.edmunds-media.com/chevrolet/trailblazer/2025/oem/2025_chevrolet_trailblazer_4dr-suv_activ_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Traverse"",2025,""LT 4dr SUV (2.5L 4cyl Turbo 8A)"",40600,""SUV"",5,7,121,22.9,4504,6173,"""",5000,2.5,328,326,""front wheel drive"",""gas"",23,""https://media.ed.edmunds-media.com/chevrolet/traverse/2025/oem/2025_chevrolet_traverse_4dr-suv_rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Traverse"",2025,""High Country 4dr SUV (2.5L 4cyl Turbo 8A)"",53600,""SUV"",5,7,121,22.9,4504,6173,"""",5000,2.5,328,326,""front wheel drive"",""gas"",23,""https://media.ed.edmunds-media.com/chevrolet/traverse/2025/oem/2025_chevrolet_traverse_4dr-suv_rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Traverse"",2025,""High Country 4dr SUV AWD (2.5L 4cyl Turbo 8A)"",55600,""SUV"",5,7,121,22.9,4793,6394,"""",5000,2.5,328,326,""all wheel drive"",""gas"",21,""https://media.ed.edmunds-media.com/chevrolet/traverse/2025/oem/2025_chevrolet_traverse_4dr-suv_rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Traverse"",2025,""RS 4dr SUV AWD (2.5L 4cyl Turbo 8A)"",57400,""SUV"",5,7,121,22.9,4793,6394,"""",5000,2.5,328,326,""all wheel drive"",""gas"",21,""https://media.ed.edmunds-media.com/chevrolet/traverse/2025/oem/2025_chevrolet_traverse_4dr-suv_rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Traverse"",2025,""RS 4dr SUV (2.5L 4cyl Turbo 8A)"",55400,""SUV"",5,7,121,22.9,4504,6173,"""",5000,2.5,328,326,""front wheel drive"",""gas"",23,""https://media.ed.edmunds-media.com/chevrolet/traverse/2025/oem/2025_chevrolet_traverse_4dr-suv_rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Traverse"",2025,""LT 4dr SUV AWD (2.5L 4cyl Turbo 8A)"",42600,""SUV"",5,7,121,22.9,4793,6394,"""",5000,2.5,328,326,""all wheel drive"",""gas"",21,""https://media.ed.edmunds-media.com/chevrolet/traverse/2025/oem/2025_chevrolet_traverse_4dr-suv_rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Traverse"",2025,""Z71 4dr SUV AWD (2.5L 4cyl Turbo 8A)"",47600,""SUV"",5,7,121,22.9,4793,6394,"""",5000,2.5,328,326,""all wheel drive"",""gas"",21,""https://media.ed.edmunds-media.com/chevrolet/traverse/2025/oem/2025_chevrolet_traverse_4dr-suv_rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trax"",2025,""LS 4dr SUV (1.2L 3cyl Turbo 6A)"",20400,""SUV"",5,5,106,25.6,"""",4145,"""","""",1.2,137,162,""front wheel drive"",""flex-fuel (FFV)"",30,""https://media.ed.edmunds-media.com/chevrolet/trax/2025/oem/2025_chevrolet_trax_4dr-suv_2rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trax"",2025,""1RS 4dr SUV (1.2L 3cyl Turbo 6A)"",22300,""SUV"",5,5,106,25.6,"""",4145,"""","""",1.2,137,162,""front wheel drive"",""flex-fuel (FFV)"",30,""https://media.ed.edmunds-media.com/chevrolet/trax/2025/oem/2025_chevrolet_trax_4dr-suv_2rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trax"",2025,""ACTIV 4dr SUV (1.2L 3cyl Turbo 6A)"",24300,""SUV"",5,5,106,25.6,"""",4145,"""","""",1.2,137,162,""front wheel drive"",""flex-fuel (FFV)"",30,""https://media.ed.edmunds-media.com/chevrolet/trax/2025/oem/2025_chevrolet_trax_4dr-suv_2rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trax"",2025,""LT 4dr SUV (1.2L 3cyl Turbo 6A)"",22500,""SUV"",5,5,106,25.6,"""",4145,"""","""",1.2,137,162,""front wheel drive"",""flex-fuel (FFV)"",30,""https://media.ed.edmunds-media.com/chevrolet/trax/2025/oem/2025_chevrolet_trax_4dr-suv_2rs_fq_oem_1_815.jpg"","""","""","""""
"Chevrolet,""Trax"",2025,""2RS 4dr SUV (1.2L 3cyl Turbo 6A)"",24300,""SUV"",5,5,106,25.6,"""",4145,"""","""",1.2,137,162,""front wheel drive"",""flex-fuel (FFV)"",30,""https://media.ed.edmunds-media.com/chevrolet/trax/2025/oem/2025_chevrolet_trax_4dr-suv_2rs_fq_oem_1_815.jpg"","""","""","""""
"Chrysler,""Pacifica"",2025,""Select 4dr Minivan (3.6L 6cyl 9A)"",42450,""Minivan"",5,7,121.6,32.3,4521,6055,"""",3600,3.6,287,262,""front wheel drive"",""gas"",22,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"","""","""","""""
"Chrysler,""Pacifica"",2025,""Pinnacle 4dr Minivan AWD (3.6L 6cyl 9A)"",57230,""Minivan"",5,7,121.6,32.3,4883,6300,"""",3600,3.6,287,262,""all wheel drive"",""gas"",20,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"","""","""","""""
"Chrysler,""Pacifica"",2025,""Limited 4dr Minivan AWD (3.6L 6cyl 9A)"",52565,""Minivan"",5,7,121.6,32.3,4883,6300,"""",3600,3.6,287,262,""all wheel drive"",""gas"",20,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"","""","""","""""
"Chrysler,""Pacifica"",2025,""Limited 4dr Minivan (3.6L 6cyl 9A)"",49570,""Minivan"",5,7,121.6,32.3,4521,6055,"""",3600,3.6,287,262,""front wheel drive"",""gas"",22,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"","""","""","""""
"Chrysler,""Pacifica"",2025,""Select 4dr Minivan AWD (3.6L 6cyl 9A)"",45445,""Minivan"",5,7,121.6,32.3,4883,6300,"""",3600,3.6,287,262,""all wheel drive"",""gas"",20,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"","""","""","""""
"Chrysler,""Pacifica"",2025,""Pinnacle 4dr Minivan (3.6L 6cyl 9A)"",54235,""Minivan"",5,7,121.6,32.3,4521,6055,"""",3600,3.6,287,262,""front wheel drive"",""gas"",22,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"","""","""","""""
"Chrysler,""Pacifica"",2025,""Pinnacle PHEV 4dr Minivan (3.6L 6cyl gas/electric plug-in hybrid EVT)"",59785,""Minivan"",5,7,121.6,32.3,5010,6300,"""","""",3.6,260,"""",""front wheel drive"",""plug-in hybrid"",30,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"",32,2,"""""
"Chrysler,""Pacifica"",2025,""Premium S Appearance PHEV 4dr Minivan (3.6L 6cyl gas/electric plug-in hybrid EVT)"",56805,""Minivan"",5,7,121.6,32.3,5010,6300,"""","""",3.6,260,"""",""front wheel drive"",""plug-in hybrid"",30,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"",32,2,"""""
"Chrysler,""Pacifica"",2025,""Select PHEV 4dr Minivan (3.6L 6cyl gas/electric plug-in hybrid EVT)"",51055,""Minivan"",5,7,121.6,32.3,5010,6300,"""","""",3.6,260,"""",""front wheel drive"",""plug-in hybrid"",30,""https://media.ed.edmunds-media.com/chrysler/pacifica/2025/oem/2025_chrysler_pacifica_passenger-minivan_limited_fq_oem_1_815.jpg"",32,2,"""""
"Chrysler,""Voyager"",2025,""LX Fleet 4dr Minivan (3.6L 6cyl 9A)"",39995,""Minivan"",5,7,121.6,"""",4521,"""","""","""",3.6,287,262,""front wheel drive"",""gas"",22,"""","""","""","""""
"Dodge,""Durango"",2025,""GT 4dr SUV (3.6L 6cyl 8A)"",41995,""SUV"",5,7,119.8,17.2,4875,6500,1440,6200,3.6,295,260,""rear wheel drive"",""gas"",21,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""GT 4dr SUV AWD (3.6L 6cyl 8A)"",43995,""SUV"",5,7,119.8,17.2,4986,6500,1450,6200,3.6,295,260,""all wheel drive"",""gas"",21,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""GT Plus 4dr SUV AWD (3.6L 6cyl 8A)"",47995,""SUV"",5,7,119.8,17.2,4986,6500,1450,6200,3.6,295,260,""all wheel drive"",""gas"",21,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""R/T 4dr SUV AWD (5.7L 8cyl 8A)"",54495,""SUV"",5,7,119.8,17.2,5313,7100,1350,8700,5.7,360,390,""all wheel drive"",""gas"",17,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""R/T Plus 4dr SUV AWD (5.7L 8cyl 8A)"",57495,""SUV"",5,7,119.8,17.2,5313,7100,1350,8700,5.7,360,390,""all wheel drive"",""gas"",17,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""R/T Premium 4dr SUV AWD (5.7L 8cyl 8A)"",60995,""SUV"",5,7,119.8,17.2,5313,7100,1350,8700,5.7,360,390,""all wheel drive"",""gas"",17,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""SRT Hellcat Silver Bullet 4dr SUV AWD (6.2L 8cyl S/C 8A)"",113325,""SUV"",5,6,119.8,17.2,5575,7100,1590,8700,6.2,710,645,""all wheel drive"",""gas"",13,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""SRT Hellcat Hammerhead 4dr SUV AWD (6.2L 8cyl S/C 8A)"",113325,""SUV"",5,6,119.8,17.2,5575,7100,1590,8700,6.2,710,645,""all wheel drive"",""gas"",13,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""R/T 20th Anniversary Premium 4dr SUV AWD (5.7L 8cyl 8A)"",64480,""SUV"",5,6,119.8,17.2,5313,7100,1350,8700,5.7,360,390,""all wheel drive"",""gas"",17,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""R/T 20th Anniversary Plus 4dr SUV AWD (5.7L 8cyl 8A)"",60980,""SUV"",5,6,119.8,17.2,5313,7100,1350,8700,5.7,360,390,""all wheel drive"",""gas"",17,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Durango"",2025,""SRT Hellcat Brass Monkey 4dr SUV AWD (6.2L 8cyl S/C 8A)"",113325,""SUV"",5,6,119.8,17.2,5575,7100,1590,8700,6.2,710,645,""all wheel drive"",""gas"",13,""https://media.ed.edmunds-media.com/dodge/durango/2025/oem/2025_dodge_durango_4dr-suv_rt-20th-anniversary-premium_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Hornet"",2025,""GT 4dr SUV AWD (2.0L 4cyl Turbo 9A)"",31585,""SUV"",5,5,103.8,27,3715,4960,1245,2000,2,268,295,""all wheel drive"",""gas"",24,""https://media.ed.edmunds-media.com/dodge/hornet/2025/oem/2025_dodge_hornet_4dr-suv_gt_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Hornet"",2025,""GT Plus 4dr SUV AWD (2.0L 4cyl Turbo 9A)"",36880,""SUV"",5,5,103.8,27,3715,4960,1245,2000,2,268,295,""all wheel drive"",""gas"",24,""https://media.ed.edmunds-media.com/dodge/hornet/2025/oem/2025_dodge_hornet_4dr-suv_gt_fq_oem_1_815.jpg"","""","""","""""
"Dodge,""Hornet"",2025,""R/T Plus 4dr SUV AWD (1.3L 4cyl Turbo gas/electric plug-in hybrid 6A)"",46990,""SUV"",5,5,103.8,22.9,4140,5335,1195,2000,1.3,288,383,""all wheel drive"",""plug-in hybrid"",29,""https://media.ed.edmunds-media.com/dodge/hornet/2025/oem/2025_dodge_hornet_4dr-suv_gt_fq_oem_1_815.jpg"",33,"""","""""
"Dodge,""Hornet"",2025,""R/T 4dr SUV AWD (1.3L 4cyl Turbo gas/electric plug-in hybrid 6A)"",41645,""SUV"",5,5,103.8,22.9,4140,5335,1195,2000,1.3,288,383,""all wheel drive"",""plug-in hybrid"",29,""https://media.ed.edmunds-media.com/dodge/hornet/2025/oem/2025_dodge_hornet_4dr-suv_gt_fq_oem_1_815.jpg"",33,"""","""""
"Ford,""Bronco Sport"",2025,""Big Bend 4dr SUV AWD (1.5L 3cyl Turbo 8A)"",29995,""SUV"",5,5,105.1,32.5,"""","""","""",2000,1.5,181,190,""all wheel drive"",""gas"",26,""https://media.ed.edmunds-media.com/ford/bronco-sport/2025/oem/2025_ford_bronco-sport_4dr-suv_badlands_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Bronco Sport"",2025,""Badlands 4dr SUV AWD (2.0L 4cyl Turbo 8A)"",39995,""SUV"",5,5,105.1,29.4,"""","""","""",2200,2,250,277,""all wheel drive"",""gas"",23,""https://media.ed.edmunds-media.com/ford/bronco-sport/2025/oem/2025_ford_bronco-sport_4dr-suv_badlands_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Bronco Sport"",2025,""Heritage 4dr SUV AWD (1.5L 3cyl Turbo 8A)"",33135,""SUV"",5,5,105.1,32.5,"""","""","""",2000,1.5,181,190,""all wheel drive"",""gas"",26,""https://media.ed.edmunds-media.com/ford/bronco-sport/2025/oem/2025_ford_bronco-sport_4dr-suv_badlands_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Bronco Sport"",2025,""Free Wheeling 4dr SUV AWD (1.5L 3cyl Turbo 8A)"",33135,""SUV"",5,5,105.1,32.5,"""","""","""",2000,1.5,181,190,""all wheel drive"",""gas"",26,""https://media.ed.edmunds-media.com/ford/bronco-sport/2025/oem/2025_ford_bronco-sport_4dr-suv_badlands_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Bronco Sport"",2025,""Outer Banks 4dr SUV AWD (1.5L 3cyl Turbo 8A)"",34985,""SUV"",5,5,105.1,32.5,"""","""","""",2000,1.5,181,190,""all wheel drive"",""gas"",26,""https://media.ed.edmunds-media.com/ford/bronco-sport/2025/oem/2025_ford_bronco-sport_4dr-suv_badlands_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Escape"",2025,""Active 4dr SUV (1.5L 3cyl Turbo 8A)"",27995,""SUV"",5,5,106.7,37.5,3273,"""","""",2000,1.5,180,199,""front wheel drive"",""gas"",30,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Escape"",2025,""Platinum 4dr SUV AWD (2.5L 4cyl gas/electric hybrid EVT)"",37115,""SUV"",5,5,106.7,34.4,"""","""","""",1500,2.5,192,"""",""all wheel drive"",""hybrid"",39,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Escape"",2025,""Plug-In Hybrid 4dr SUV (2.5L 4cyl gas/electric plug-in hybrid EVT)"",38400,""SUV"",5,5,106.7,34.4,3880,"""","""",1500,2.5,210,"""",""front wheel drive"",""plug-in hybrid"",40,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"",37,3.3,"""""
"Ford,""Escape"",2025,""Platinum 4dr SUV AWD (2.0L 4cyl Turbo 8A)"",35545,""SUV"",5,5,106.7,37.5,"""","""","""",3500,2,250,280,""all wheel drive"",""gas"",26,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Escape"",2025,""Platinum 4dr SUV (2.5L 4cyl gas/electric hybrid EVT)"",35615,""SUV"",5,5,106.7,34.4,"""","""","""",1500,2.5,192,"""",""front wheel drive"",""hybrid"",39,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Escape"",2025,""Active 4dr SUV AWD (1.5L 3cyl Turbo 8A)"",29395,""SUV"",5,5,106.7,37.5,3420,"""","""",2000,1.5,180,199,""all wheel drive"",""gas"",28,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Escape"",2025,""ST-Line Select 4dr SUV AWD (2.0L 4cyl Turbo 8A)"",32230,""SUV"",5,5,106.7,37.5,3505,"""","""",3500,2,250,280,""all wheel drive"",""gas"",26,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"","""","""","""""
"Ford,""Escape"",2025,""ST-Line Elite 4dr SUV AWD (2.5L 4cyl gas/electric hybrid EVT)"",38110,""SUV"",5,5,106.7,34.4,"""","""","""",1500,2.5,192,"""",""all wheel drive"",""hybrid"",39,""https://media.ed.edmunds-media.com/ford/escape/2025/oem/2025_ford_escape_4dr-suv_plug-in-hybrid_fq_oem_1_815.jpg"","""","""","""""
